07-10 08:57:34.971     0     0 I I00000/HiLog: ========Zeroth log of type: init
07-10 15:50:04.252   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:04.252   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:04.252   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:04.460   129  1369 I C01800/SAMGR: NF SA:65962,803_53803
07-10 15:50:04.633 18858 18858 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18858 2000 2000] failed
07-10 15:50:04.633 18858 18858 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.633 18858 18858 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.640 18858 18858 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18858 2000 2000] failed
07-10 15:50:04.640 18858 18858 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.640 18858 18858 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.661   129  1369 I C01800/SAMGR: NF SA:65962,803_53804
07-10 15:50:04.862   129  1369 I C01800/SAMGR: NF SA:65962,803_53805
07-10 15:50:04.960 18861 18861 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18861 2000 2000] failed
07-10 15:50:04.961 18861 18861 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.961 18861 18861 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.975 18864 18864 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18864 2000 2000] failed
07-10 15:50:04.976 18864 18864 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.976 18864 18864 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.977   135  1150 I C02d19/CHR_SERVICE: HandleRequestTimeout: serial=14 slot=0 scene=315
07-10 15:50:04.977   135  1150 E C02d19/DATASERVICE: [AddCommonInfo]NRRC_CONN_CLT_NET_PARA no exist
07-10 15:50:04.978 18863 18863 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18863 2000 2000] failed
07-10 15:50:04.978 18863 18863 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.978 18863 18863 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.981 18865 18865 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18865 2000 2000] failed
07-10 15:50:04.981 18865 18865 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.981 18865 18865 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.996 18867 18867 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18867 2000 2000] failed
07-10 15:50:04.996 18866 18866 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18866 2000 2000] failed
07-10 15:50:04.996 18866 18866 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.996 18866 18866 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:04.996 18867 18867 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:04.996 18867 18867 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.017 17189 17189 I A03d00/JSAPP: [TtsSelfCheck] stop acknowledged=true
07-10 15:50:05.018 17189 17189 I A03d00/JSAPP: [TtsSelfCheck] shutdown done
07-10 15:50:05.038  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:05.039   135  1150 E C02d19/DATASERVICE: [RttInfoCallback]NUP_L2RttDelayInfo no exist
07-10 15:50:05.041   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:05.041   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:05.041   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:05.041   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:05.041   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:05.041   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:05.041  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:05.063   129  1369 I C01800/SAMGR: NF SA:65962,803_53806
07-10 15:50:05.113   247  1115 I C02699/MM: HandleLevelReport (56)Psi trigger, L=0
07-10 15:50:05.114   247  1115 I C02699/MM: KillHandlerInner LowMemoryKill: do not kill, cur=2297856, tar=614400
07-10 15:50:05.114   247  1115 I C02699/MM: PsiHandler CostMs: -1,0,0,0,0
07-10 15:50:05.114   247  1115 E C02699/MM: IsBetaUser get logtype property fail
07-10 15:50:05.114   247 18655 W C02699/MM: PsiHandlerInner level:0, skip.
07-10 15:50:05.205 18869 18869 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18869 2000 2000] failed
07-10 15:50:05.205 18869 18869 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.205 18869 18869 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.217 18871 18871 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18871 2000 2000] failed
07-10 15:50:05.217 18871 18871 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.217 18871 18871 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.224 18872 18872 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18872 2000 2000] failed
07-10 15:50:05.224 18872 18872 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.224 18872 18872 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.253   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:05.254   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:05.254   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:05.254   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:05.254   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:05.254   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:05.254   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:05.254   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:05.254   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:05.254   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:05.254   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:05.254   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:05.254   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:05.265   129  1369 I C01800/SAMGR: NF SA:65962,803_53807
07-10 15:50:05.394  1962  2088 I C03f01/NAPI: taskpool:: threads: 3, running: 0, idle: 3, timeout: 0
07-10 15:50:05.466   129  1369 I C01800/SAMGR: NF SA:65962,803_53808
07-10 15:50:05.603  2409  2409 I C02500/Qemud: Guest heartbeat success.
07-10 15:50:05.667   129  1369 I C01800/SAMGR: NF SA:65962,803_53809
07-10 15:50:05.667   803   860 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
07-10 15:50:05.667   803   860 I C01409/APS_MANAGER: request system service object is not ready yet!
07-10 15:50:05.729 18874 18874 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18874 2000 2000] failed
07-10 15:50:05.729 18874 18874 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.729 18874 18874 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.733 18874 18874 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18874 2000 2000] failed
07-10 15:50:05.733 18874 18874 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.733 18874 18874 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.735   131   131 E C02c11/APPSPAWN: [appspawn_kickdog.c:29]open /sys/kernel/hungtask/userlist fail,errno:2
07-10 15:50:05.755   499 18876 I C02300/FenceExtension: start connectAbility,userId:-1
07-10 15:50:05.755   499 18876 I C02300/FenceExtension: ConnectAbility
07-10 15:50:05.755   499 18876 I C01342/ServiceExt: [AMC572]name:com.huawei.hmos.location SAFeatureServiceExtensionAbility, userId:-1
07-10 15:50:05.756   736  1042 I C01342/ServiceExt: [a92abfa42db86c3, 24c626d, 0] [ABMS5240]element: com.huawei.hmos.location/SAFeatureServiceExtensionAbility
07-10 15:50:05.757   736  1042 W C01123/BMSCommon: [a92abfa42db86c3, 24c626d, 0] uid(1021) invalid
07-10 15:50:05.757   736  1042 I C01336/AMS: [a92abfa42db86c3, 24c626d, 0] [start_ability_utils52]appIndex:-1
07-10 15:50:05.757   736  1042 I C01121/BMSQuery: [a92abfa42db86c3, 24c626d, 0] ExplicitQueryAbility no match -n com.huawei.hmos.location -a SAFeatureServiceExtensionAbility -u 100 -i 0
07-10 15:50:05.758   736  1042 W C01121/BMSQuery: [a92abfa42db86c3, 24c626d, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:6516 extensionAbility not found or disabled
07-10 15:50:05.758   736  1042 I C01121/BMSQuery: [a92abfa42db86c3, 24c626d, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
07-10 15:50:05.758   736  1042 W C01121/BMSQuery: [a92abfa42db86c3, 24c626d, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3144 no valid extension info can be inquired
07-10 15:50:05.758   736  1042 E C01336/AMS: [a92abfa42db86c3, 24c626d, 0] [start_ability_utils275]extensionInfo empty
07-10 15:50:05.758   736  1042 E C01342/ServiceExt: [a92abfa42db86c3, 24c626d, 0] [ABMS5541]generate request error
07-10 15:50:05.758   499 18876 E C02300/FenceExtension: [(DoConnect:141)]CONNECT_ABILITY_FAILED,ret:2097152
07-10 15:50:05.758   499 18876 I C02300/FenceExtension: start connectAbility,userId:-1
07-10 15:50:05.758   499 18876 I C02300/FenceExtension: ConnectAbility
07-10 15:50:05.758   499 18876 I C01342/ServiceExt: [AMC572]name:com.huawei.hmos.location SAFeatureServiceExtensionAbility, userId:-1
07-10 15:50:05.758   736  1042 I C01342/ServiceExt: [a92ab0a42db9334, 3c8dc82, 0] [ABMS5240]element: com.huawei.hmos.location/SAFeatureServiceExtensionAbility
07-10 15:50:05.758   736  1042 W C01123/BMSCommon: [a92ab0a42db9334, 3c8dc82, 0] uid(1021) invalid
07-10 15:50:05.759   736  1042 I C01336/AMS: [a92ab0a42db9334, 3c8dc82, 0] [start_ability_utils52]appIndex:-1
07-10 15:50:05.759   736  1042 I C01121/BMSQuery: [a92ab0a42db9334, 3c8dc82, 0] ExplicitQueryAbility no match -n com.huawei.hmos.location -a SAFeatureServiceExtensionAbility -u 100 -i 0
07-10 15:50:05.759   736  1042 W C01121/BMSQuery: [a92ab0a42db9334, 3c8dc82, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:6516 extensionAbility not found or disabled
07-10 15:50:05.759   736  1042 I C01121/BMSQuery: [a92ab0a42db9334, 3c8dc82, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
07-10 15:50:05.759   736  1042 W C01121/BMSQuery: [a92ab0a42db9334, 3c8dc82, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3144 no valid extension info can be inquired
07-10 15:50:05.759   736  1042 E C01336/AMS: [a92ab0a42db9334, 3c8dc82, 0] [start_ability_utils275]extensionInfo empty
07-10 15:50:05.759   736  1042 E C01342/ServiceExt: [a92ab0a42db9334, 3c8dc82, 0] [ABMS5541]generate request error
07-10 15:50:05.759   499 18876 E C02300/FenceExtension: [(DoConnect:141)]CONNECT_ABILITY_FAILED,ret:2097152
07-10 15:50:05.759   499 18876 W C02300/FenceExtension: connect failed,retry again
07-10 15:50:05.911 18879 18879 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18879 2000 2000] failed
07-10 15:50:05.911 18879 18879 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.911 18879 18879 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.915 18883 18883 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18883 2000 2000] failed
07-10 15:50:05.915 18883 18883 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.915 18883 18883 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.915 18882 18882 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18882 2000 2000] failed
07-10 15:50:05.915 18882 18882 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.915 18882 18882 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.916 18881 18881 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18881 2000 2000] failed
07-10 15:50:05.916 18881 18881 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.916 18881 18881 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.921 18884 18884 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18884 2000 2000] failed
07-10 15:50:05.921 18884 18884 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.921 18884 18884 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:05.921 18885 18885 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18885 2000 2000] failed
07-10 15:50:05.921 18885 18885 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:05.921 18885 18885 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.043  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:06.044   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:06.044   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:06.044   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:06.044   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:06.044   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:06.044   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:06.044  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:06.123 18887 18887 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18887 2000 2000] failed
07-10 15:50:06.123 18887 18887 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.123 18887 18887 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.128 18889 18889 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18889 2000 2000] failed
07-10 15:50:06.128 18889 18889 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.128 18889 18889 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.131 18890 18890 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18890 2000 2000] failed
07-10 15:50:06.131 18890 18890 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.131 18890 18890 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.255   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:06.255   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:06.255   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:06.255   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:06.255   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled_on_lock_screen' observer, error:19
07-10 15:50:06.255   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_timeout' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:06.255   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_timeout' observer, error:19
07-10 15:50:06.255   249   490 I C02800/AccountManager: [][InitializeSetting] leave
07-10 15:50:06.255   249   490 I C02801/TouchDrawingManager: [][CreateObserver:217] Setup observer of show-touch-track
07-10 15:50:06.255   249   490 E C02801/TouchDrawingManager: [][CreateBubbleObserver:251] Register setting observer failed, ret:19
07-10 15:50:06.255   249   490 I C02801/TouchDrawingManager: [][CreateObserver:222] Setup observer of show-touch-position
07-10 15:50:06.255   249   490 E C02801/TouchDrawingManager: [][CreatePointerObserver:277] Register setting observer failed, ret:19
07-10 15:50:06.255   249   490 E C02802/setting_DataShare: [][GetBoolValue:88] Get bool value fail
07-10 15:50:06.683   135 17891 I C02d10/CpuCollector: CalculateProcessCpuStatInfos: startTime=1783669796663, endTime=1783669806683, startBootTime=24745230, endBootTime=24755250, period=10020, isNeedUpdate=1
07-10 15:50:06.692 18893 18893 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18893 2000 2000] failed
07-10 15:50:06.692 18893 18893 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.692 18893 18893 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.698 18893 18893 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18893 2000 2000] failed
07-10 15:50:06.698 18893 18893 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.698 18893 18893 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.794 17189 18669 I C03f00/ArkCompiler: [gc] SmartGC: app cold start finished
07-10 15:50:06.877 18898 18898 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18898 2000 2000] failed
07-10 15:50:06.877 18898 18898 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.877 18898 18898 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.884 18902 18902 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18902 2000 2000] failed
07-10 15:50:06.884 18901 18901 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18901 2000 2000] failed
07-10 15:50:06.884 18901 18901 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.884 18901 18901 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.884 18902 18902 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.884 18902 18902 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.884 18900 18900 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18900 2000 2000] failed
07-10 15:50:06.884 18900 18900 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.884 18900 18900 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.894 18904 18904 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18904 2000 2000] failed
07-10 15:50:06.894 18903 18903 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18903 2000 2000] failed
07-10 15:50:06.894 18903 18903 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.894 18903 18903 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:06.894 18904 18904 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:06.894 18904 18904 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.044  1340  1340 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
07-10 15:50:07.045   736  1042 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
07-10 15:50:07.045   736  1042 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
07-10 15:50:07.045   476  1998 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
07-10 15:50:07.045   476  1998 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
07-10 15:50:07.045   476  1998 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x2009e4cc,ret:1001,uri:******icIconInfo
07-10 15:50:07.045   476  1998 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x2009e4cc, uri:******icIconInfo
07-10 15:50:07.045  1340  1340 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
07-10 15:50:07.136 18906 18906 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18906 2000 2000] failed
07-10 15:50:07.136 18906 18906 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.136 18906 18906 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.141 18908 18908 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18908 2000 2000] failed
07-10 15:50:07.141 18908 18908 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.142 18908 18908 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.148 18909 18909 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [18909 2000 2000] failed
07-10 15:50:07.148 18909 18909 W C02c02/PARAM: deny access persist.init.debug.loglevel label 24076 7
07-10 15:50:07.148 18909 18909 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
07-10 15:50:07.156   135 17891 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/ithermal/lpm/lpm_freq failed.
07-10 15:50:07.156   135 17891 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/power_supply/Battery/status failed.
07-10 15:50:07.211 18622 18740 I C03f00/ArkCompiler: [gc] SmartGC: app cold start finished
07-10 15:50:07.258   249   490 I C02800/AccountManager: [][InitializeSetting:170] enter
07-10 15:50:07.258   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
07-10 15:50:07.258   249   490 E C02801/AccountManager: [][RegisterSettingObserver:162] [AccountSetting] Failed to register 'accessibility_shortcut_enabled' observer, error:19
07-10 15:50:07.258   249   490 I C02801/AccountManager: [][RegisterSettingObserver:156] [AccountSetting] Registering observer of 'accessibility_shortcut_enabled_on_lock_screen' in datashare:///com.ohos.settingsdata/entry/settingsdata/USER_SETTINGSDATA_SECURE_100?Proxy=true
